,title,ActorCD,ActorAvgP,ActorSumP,ActorMinP,ActorMaxP
8028,,20282729,216276800.0,216276800.0,216276800,216276800
8029,,20308138,3319505433.0,3319505433.0,3319505433,3319505433
8030,,20307730,3326439772.0,3326439772.0,3326439772,3326439772
8031,,10058245,733438500.0,1466877000.0,655033000,811844000
8032,,20156854,459533500.0,459533500.0,459533500,459533500
8033,,10035748,2673489440.0,2673489440.0,2673489440,2673489440
8034,,20173721,495574500.0,495574500.0,495574500,495574500
8035,,20233766,284073700.0,284073700.0,284073700,284073700
8036,,10006194,695875600.0,1391751200.0,392591200,999160000
8037,,20301338,1137666247.0,1137666247.0,1137666247,1137666247
8038,,10057464,1246037750.0,2492075500.0,1067080000,1424995500
8039,,20304871,811692000.0,811692000.0,811692000,811692000
8040,,20199010,1084557130.0,1084557130.0,1084557130,1084557130
8041,,20303249,2829106886.0,2829106886.0,2829106886,2829106886
8042,,20302530,486548700.0,486548700.0,486548700,486548700
8043,,20302529,486548700.0,486548700.0,486548700,486548700
8044,,20302512,486548700.0,486548700.0,486548700,486548700
8045,,20301869,2246522500.0,2246522500.0,2246522500,2246522500
8046,,20301491,881663400.0,881663400.0,881663400,881663400
8047,,20301389,881663400.0,881663400.0,881663400,881663400
8048,,20289229,322062200.0,322062200.0,322062200,322062200
8049,,10058908,322062200.0,322062200.0,322062200,322062200
8050,,20301189,1797632500.0,1797632500.0,1797632500,1797632500
8051,,20161811,2318884500.0,2318884500.0,2318884500,2318884500
8052,,20298424,2641412500.0,2641412500.0,2641412500,2641412500
8053,,20297747,3326439772.0,3326439772.0,3326439772,3326439772
8054,,20296813,3326439772.0,3326439772.0,3326439772,3326439772
8055,,20296567,364405500.0,364405500.0,364405500,364405500
8056,,20296566,364405500.0,364405500.0,364405500,364405500
8057,,20296671,364405500.0,364405500.0,364405500,364405500
8058,,20296565,364405500.0,364405500.0,364405500,364405500
8059,,20295755,3357912530.0,3357912530.0,3357912530,3357912530
8060,,20295749,1930905564.0,1930905564.0,1930905564,1930905564
8061,,10058182,216276800.0,216276800.0,216276800,216276800
8062,,20294851,2879121115.0,2879121115.0,2879121115,2879121115
8063,,20294737,3357912530.0,3357912530.0,3357912530,3357912530
8064,,20294337,2515479835.0,2515479835.0,2515479835,2515479835
8065,,20294318,1260533864.0,1260533864.0,1260533864,1260533864
8066,,20294136,2879121115.0,2879121115.0,2879121115,2879121115
8067,,20254428,2515479835.0,2515479835.0,2515479835,2515479835
8068,,20294118,3357912530.0,3357912530.0,3357912530,3357912530
8069,,20242187,287245960.0,574491920.0,264189420,310302500
8070,,20199848,712734900.0,712734900.0,712734900,712734900
8071,,20293713,3357912530.0,3357912530.0,3357912530,3357912530
8072,,20293605,2879121115.0,2879121115.0,2879121115,2879121115
8073,,20292805,2515479835.0,2515479835.0,2515479835,2515479835
8074,,20292796,2677284639.0,2677284639.0,2677284639,2677284639
8075,,20292478,3357912530.0,3357912530.0,3357912530,3357912530
8076,,20292516,3357912530.0,3357912530.0,3357912530,3357912530
8077,,20291830,1930905564.0,1930905564.0,1930905564,1930905564
8078,,20291595,216276800.0,216276800.0,216276800,216276800
8079,,20291591,2879121115.0,2879121115.0,2879121115,2879121115
8080,,20291429,1846581582.0,1846581582.0,1846581582,1846581582
8081,,20291405,2829106886.0,2829106886.0,2829106886,2829106886
8082,,20291401,993321176.0,993321176.0,993321176,993321176
8083,,20291391,759481000.0,759481000.0,759481000,759481000
8084,,20291208,1930905564.0,1930905564.0,1930905564,1930905564
8085,,20183215,216276800.0,216276800.0,216276800,216276800
8086,,20291201,2879121115.0,2879121115.0,2879121115,2879121115
8087,,20291174,1260533864.0,1260533864.0,1260533864,1260533864
8088,,20291162,1260533864.0,1260533864.0,1260533864,1260533864
8089,,20291172,218173300.0,218173300.0,218173300,218173300
8090,,20154832,2227291000.0,2227291000.0,2227291000,2227291000
8091,,20290972,3357912530.0,3357912530.0,3357912530,3357912530
8092,,20290679,3319505433.0,3319505433.0,3319505433,3319505433
8093,,20290494,961785460.0,961785460.0,961785460,961785460
8094,,20290428,993321176.0,993321176.0,993321176,993321176
8095,,20290407,208911200.0,208911200.0,208911200,208911200
8096,,20290419,2829106886.0,2829106886.0,2829106886,2829106886
8097,,20290399,1150732700.0,1150732700.0,1150732700,1150732700
8098,,20290395,830973100.0,830973100.0,830973100,830973100
8099,,20169894,3215588500.0,3215588500.0,3215588500,3215588500
8100,,20290333,1150732700.0,1150732700.0,1150732700,1150732700
8101,,20290267,993321176.0,993321176.0,993321176,993321176
8102,,20290090,1150732700.0,1150732700.0,1150732700,1150732700
8103,,20290041,3319505433.0,3319505433.0,3319505433,3319505433
8104,,20289610,759481000.0,759481000.0,759481000,759481000
8105,,20289582,1150732700.0,1150732700.0,1150732700,1150732700
8106,,20289524,961785460.0,961785460.0,961785460,961785460
8107,,20289493,993321176.0,993321176.0,993321176,993321176
8108,,20289355,2685519021.0,2685519021.0,2685519021,2685519021
8109,,20266410,712734900.0,712734900.0,712734900,712734900
8110,,20289297,1150732700.0,1150732700.0,1150732700,1150732700
8111,,20162919,1602763470.0,3205526939.0,958576600,2246950339
8112,,20289141,1090835800.0,1090835800.0,1090835800,1090835800
8113,,20289059,1090835800.0,1090835800.0,1090835800,1090835800
8114,,20277349,350293300.0,350293300.0,350293300,350293300
8115,,20288972,3319505433.0,3319505433.0,3319505433,3319505433
8116,,20288730,2829106886.0,2829106886.0,2829106886,2829106886
8117,,20288300,2829106886.0,2829106886.0,2829106886,2829106886
8118,,20288311,2829106886.0,2829106886.0,2829106886,2829106886
8119,,20288298,993321176.0,993321176.0,993321176,993321176
8120,,20221054,737817900.0,1475635800.0,384800000,1090835800
8121,,20288227,772483500.0,772483500.0,772483500,772483500
8122,,20288224,3319505433.0,3319505433.0,3319505433,3319505433
8123,,20288162,1150732700.0,1150732700.0,1150732700,1150732700
8124,,20288169,759481000.0,759481000.0,759481000,759481000
8125,,20288041,1846581582.0,1846581582.0,1846581582,1846581582
8126,,20287915,2829106886.0,2829106886.0,2829106886,2829106886
8127,,20287910,2956397623.0,2956397623.0,2956397623,2956397623
8128,,20287854,772483500.0,772483500.0,772483500,772483500
8129,,20287763,2829106886.0,2829106886.0,2829106886,2829106886
8130,,20131765,1846581582.0,1846581582.0,1846581582,1846581582
8131,,20287749,439840592.0,439840592.0,439840592,439840592
8132,,20287594,993321176.0,993321176.0,993321176,993321176
8133,,20287561,2673489440.0,2673489440.0,2673489440,2673489440
8134,,20287551,2956397623.0,2956397623.0,2956397623,2956397623
8135,,20144982,1020724600.0,1020724600.0,1020724600,1020724600
8136,,20287331,830973100.0,830973100.0,830973100,830973100
8137,,20287294,993321176.0,993321176.0,993321176,993321176
8138,,20287310,961785460.0,961785460.0,961785460,961785460
8139,,20287250,1846581582.0,1846581582.0,1846581582,1846581582
8140,,20287144,830973100.0,830973100.0,830973100,830973100
8141,,20287140,2829106886.0,2829106886.0,2829106886,2829106886
8142,,20276750,712734900.0,712734900.0,712734900,712734900
8143,,20286930,1846581582.0,1846581582.0,1846581582,1846581582
8144,,20258722,993321176.0,993321176.0,993321176,993321176
8145,,20232806,2616673429.0,2616673429.0,2616673429,2616673429
8146,,20286639,993321176.0,993321176.0,993321176,993321176
8147,,20134452,2139483000.0,2139483000.0,2139483000,2139483000
8148,,20286502,961785460.0,961785460.0,961785460,961785460
8149,,20286470,350293300.0,350293300.0,350293300,350293300
8150,,20286373,993321176.0,993321176.0,993321176,993321176
8151,,20286370,961785460.0,961785460.0,961785460,961785460
8152,,20285991,2673489440.0,2673489440.0,2673489440,2673489440
8153,,20285970,993321176.0,993321176.0,993321176,993321176
8154,,20285949,830973100.0,830973100.0,830973100,830973100
8155,,20285880,993321176.0,993321176.0,993321176,993321176
8156,,20285909,2673489440.0,2673489440.0,2673489440,2673489440
8157,,20285409,350293300.0,350293300.0,350293300,350293300
8158,,20182789,604798988.0,1209597976.0,216276800,993321176
8159,,10047608,552273700.0,552273700.0,552273700,552273700
8160,,20124907,1137666247.0,1137666247.0,1137666247,1137666247
8161,,20283250,511579300.0,511579300.0,511579300,511579300
8162,,20254032,2879121115.0,2879121115.0,2879121115,2879121115
8163,,20281412,2035223800.0,2035223800.0,2035223800,2035223800
8164,,20281411,2035223800.0,2035223800.0,2035223800,2035223800
8165,,20281410,2035223800.0,2035223800.0,2035223800,2035223800
8166,,10055781,3069388100.0,3069388100.0,3069388100,3069388100
8167,,10077507,297957300.0,297957300.0,297957300,297957300
8168,,10016949,297957300.0,297957300.0,297957300,297957300
8169,,20166905,1137666247.0,1137666247.0,1137666247,1137666247
8170,,20134461,250534000.0,250534000.0,250534000,250534000
8171,,20276689,3319505433.0,3319505433.0,3319505433,3319505433
8172,,20276710,881663400.0,881663400.0,881663400,881663400
8173,,20233806,1930905564.0,1930905564.0,1930905564,1930905564
8174,,20274869,1095301000.0,1095301000.0,1095301000,1095301000
8175,,20213908,340297960.0,340297960.0,340297960,340297960
8176,,10026661,2641412500.0,2641412500.0,2641412500,2641412500
8177,,20238867,1930905564.0,1930905564.0,1930905564,1930905564
8178,,20267971,426257300.0,426257300.0,426257300,426257300
8179,,20246331,418376200.0,418376200.0,418376200,418376200
8180,,20156164,1713226250.0,3426452500.0,676141000,2750311500
8181,,20265217,3215588500.0,3215588500.0,3215588500,3215588500
8182,,20265216,3215588500.0,3215588500.0,3215588500,3215588500
8183,,20265109,1221713500.0,1221713500.0,1221713500,1221713500
8184,,20263612,251176500.0,251176500.0,251176500,251176500
8185,,20263434,251176500.0,251176500.0,251176500,251176500
8186,,20261488,340297960.0,340297960.0,340297960,340297960
8187,,20261454,326980700.0,326980700.0,326980700,326980700
8188,,20261289,340297960.0,340297960.0,340297960,340297960
8189,,20261237,2258422445.0,2258422445.0,2258422445,2258422445
8190,,20260737,326980700.0,326980700.0,326980700,326980700
8191,,20260731,230206600.0,230206600.0,230206600,230206600
8192,,20260655,2258422445.0,2258422445.0,2258422445,2258422445
8193,,20260618,663075600.0,663075600.0,663075600,663075600
8194,,20260478,251176500.0,251176500.0,251176500,251176500
8195,,10054829,737604500.0,1475209000.0,302239000,1172970000
8196,,20260469,884934300.0,884934300.0,884934300,884934300
8197,,20260369,663075600.0,663075600.0,663075600,663075600
8198,,20259194,251176500.0,251176500.0,251176500,251176500
8199,,20259108,340297960.0,340297960.0,340297960,340297960
8200,,20259117,522848900.0,522848900.0,522848900,522848900
8201,,20258969,326980700.0,326980700.0,326980700,326980700
8202,,20197660,522848900.0,522848900.0,522848900,522848900
8203,,20258714,230206600.0,230206600.0,230206600,230206600
8204,,20258696,230206600.0,230206600.0,230206600,230206600
8205,,20136007,251176500.0,251176500.0,251176500,251176500
8206,,20258611,884934300.0,884934300.0,884934300,884934300
8207,,20257633,326980700.0,326980700.0,326980700,326980700
8208,,20256175,594260900.0,594260900.0,594260900,594260900
8209,,20256114,2440004213.0,2440004213.0,2440004213,2440004213
8210,,20255872,297957300.0,297957300.0,297957300,297957300
8211,,20255517,297957300.0,297957300.0,297957300,297957300
8212,,20255513,1486835668.0,1486835668.0,1486835668,1486835668
8213,,20255511,2440004213.0,2440004213.0,2440004213,2440004213
8214,,20255093,3409535000.0,3409535000.0,3409535000,3409535000
8215,,20254895,3409535000.0,3409535000.0,3409535000,3409535000
8216,,20162048,1849140000.0,1849140000.0,1849140000,1849140000
8217,,20181251,1246200228.0,1246200228.0,1246200228,1246200228
8218,,20254645,1486835668.0,1486835668.0,1486835668,1486835668
8219,,20254449,2135647300.0,2135647300.0,2135647300,2135647300
8220,,20254133,1486835668.0,1486835668.0,1486835668,1486835668
8221,,20254106,594260900.0,594260900.0,594260900,594260900
8222,,20254112,415009400.0,415009400.0,415009400,415009400
8223,,20253939,284073700.0,284073700.0,284073700,284073700
8224,,20195568,297957300.0,297957300.0,297957300,297957300
8225,,20253936,2440004213.0,2440004213.0,2440004213,2440004213
8226,,20253808,710905075.0,710905075.0,710905075,710905075
8227,,20253776,710905075.0,710905075.0,710905075,710905075
8228,,20230396,710905075.0,710905075.0,710905075,710905075
8229,,20253645,1651122533.0,1651122533.0,1651122533,1651122533
8230,,20253637,594260900.0,594260900.0,594260900,594260900
8231,,20253614,1486835668.0,1486835668.0,1486835668,1486835668
8232,,20253633,2440004213.0,2440004213.0,2440004213,2440004213
8233,,20253502,1486835668.0,1486835668.0,1486835668,1486835668
8234,,20253063,1651122533.0,1651122533.0,1651122533,1651122533
8235,,20253012,2440004213.0,2440004213.0,2440004213,2440004213
8236,,20252614,710905075.0,710905075.0,710905075,710905075
8237,,20252420,594260900.0,594260900.0,594260900,594260900
8238,,20252055,710905075.0,710905075.0,710905075,710905075
8239,,20162350,1114062000.0,1114062000.0,1114062000,1114062000
8240,,10047014,594260900.0,594260900.0,594260900,594260900
8241,,20234486,710905075.0,710905075.0,710905075,710905075
8242,,20251110,2027581239.0,2027581239.0,2027581239,2027581239
8243,,10062221,594260900.0,594260900.0,594260900,594260900
8244,,20250406,415009400.0,415009400.0,415009400,415009400
8245,,20250389,784148500.0,784148500.0,784148500,784148500
8246,,20249838,1486835668.0,1486835668.0,1486835668,1486835668
8247,,20249813,1486835668.0,1486835668.0,1486835668,1486835668
8248,,20249429,1651122533.0,1651122533.0,1651122533,1651122533
8249,,20234487,710905075.0,710905075.0,710905075,710905075
8250,,20249277,710905075.0,710905075.0,710905075,710905075
8251,,20249058,2027581239.0,2027581239.0,2027581239,2027581239
8252,,20248669,594260900.0,594260900.0,594260900,594260900
8253,,20248533,3409535000.0,3409535000.0,3409535000,3409535000
8254,,20248489,594260900.0,594260900.0,594260900,594260900
8255,,20247810,284073700.0,284073700.0,284073700,284073700
8256,,20247254,710905075.0,710905075.0,710905075,710905075
8257,,20247250,710905075.0,710905075.0,710905075,710905075
8258,,20246510,2673489440.0,2673489440.0,2673489440,2673489440
8259,,20246330,418376200.0,418376200.0,418376200,418376200
8260,,20244509,2750311500.0,2750311500.0,2750311500,2750311500
8261,,20243889,1148146700.0,1148146700.0,1148146700,1148146700
8262,,10042280,1095301000.0,1095301000.0,1095301000,1095301000
8263,,20242186,264189420.0,264189420.0,264189420,264189420
8264,,20242048,663075600.0,663075600.0,663075600,663075600
8265,,20242047,663075600.0,663075600.0,663075600,663075600
8266,,20242046,663075600.0,663075600.0,663075600,663075600
8267,,20240906,230206600.0,230206600.0,230206600,230206600
8268,,20239966,663075600.0,663075600.0,663075600,663075600
8269,,10004279,3375971500.0,3375971500.0,3375971500,3375971500
8270,,10050152,2789824500.0,2789824500.0,2789824500,2789824500
8271,,10002562,1564954750.0,3129909500.0,456077000,2673832500
8272,,10029970,2664941005.0,2664941005.0,2664941005,2664941005
8273,,10030367,281740900.0,281740900.0,281740900,281740900
8274,,20195679,594260900.0,594260900.0,594260900,594260900
8275,,20182416,1149263834.0,2298527668.0,811692000,1486835668
8276,,10054786,882804766.7,2648414300.0,359247800,1899792000
8277,,20193027,1229614500.0,1229614500.0,1229614500,1229614500
8278,,20237910,1148146700.0,1148146700.0,1148146700,1148146700
8279,,20133477,1563352767.0,3126705533.0,1388412500,1738293033
8280,,20167621,811844000.0,811844000.0,811844000,811844000
8281,,20066512,1235395500.0,2470791000.0,363899000,2106892000
8282,,10004096,753985500.0,753985500.0,753985500,753985500
8283,,10077561,1220941000.0,1220941000.0,1220941000,1220941000
8284,,10072822,1002786600.0,2005573200.0,753985500,1251587700
8285,,10059616,2090877200.0,2090877200.0,2090877200,2090877200
8286,,10003492,1158210500.0,1158210500.0,1158210500,1158210500
8287,,20235806,611420000.0,611420000.0,611420000,611420000
8288,,10048511,1219746000.0,1219746000.0,1219746000,1219746000
8289,,20179005,830984100.0,830984100.0,830984100,830984100
8290,,10089540,1244963750.0,2489927500.0,243405000,2246522500
8291,,20235227,1284894874.0,2569789747.0,1137666247,1432123500
8292,,20212926,3319505433.0,3319505433.0,3319505433,3319505433
8293,,20213266,518942887.5,1037885775.0,326980700,710905075
8294,,10053575,2834514800.0,2834514800.0,2834514800,2834514800
8295,,10087367,594082500.0,594082500.0,594082500,594082500
8296,,20213907,340297960.0,340297960.0,340297960,340297960
8297,,10035798,679742500.0,679742500.0,679742500,679742500
8298,,10090643,594260900.0,594260900.0,594260900,594260900
8299,,10066274,1928502500.0,1928502500.0,1928502500,1928502500
8300,,10052372,594260900.0,594260900.0,594260900,594260900
8301,,20196296,412379000.0,412379000.0,412379000,412379000
8302,,20232465,264189420.0,264189420.0,264189420,264189420
8303,,20232315,2749609100.0,2749609100.0,2749609100,2749609100
8304,,20232296,2664941005.0,2664941005.0,2664941005,2664941005
8305,,10005712,2132943200.0,2132943200.0,2132943200,2132943200
8306,,20232286,951843500.0,951843500.0,951843500,951843500
8307,,20162941,1185999000.0,1185999000.0,1185999000,1185999000
8308,,10057976,939710750.0,1879421500.0,636285500,1243136000
8309,,10052299,2358629601.0,2358629601.0,2358629601,2358629601
8310,,10058794,3409535000.0,3409535000.0,3409535000,3409535000
8311,,10021513,1379292000.0,2758584000.0,783919500,1974664500
8312,,20231566,615871766.7,1847615300.0,531276500,783919500
8313,,20133559,245731000.0,245731000.0,245731000,245731000
8314,,20231466,3319505433.0,3319505433.0,3319505433,3319505433
8315,,20231447,359247800.0,359247800.0,359247800,359247800
8316,,20231348,415009400.0,415009400.0,415009400,415009400
8317,,20231347,415009400.0,415009400.0,415009400,415009400
8318,,20231346,415009400.0,415009400.0,415009400,415009400
8319,,10063868,273384900.0,273384900.0,273384900,273384900
8320,,20211229,516736500.0,516736500.0,516736500,516736500
8321,,10062132,3357912530.0,3357912530.0,3357912530,3357912530
8322,,20230588,2616673429.0,2616673429.0,2616673429,2616673429
8323,,20032351,2246950339.0,2246950339.0,2246950339,2246950339
8324,,10050744,847948500.0,847948500.0,847948500,847948500
8325,,20146369,2224107100.0,2224107100.0,2224107100,2224107100
8326,,20229492,2246950339.0,2246950339.0,2246950339,2246950339
8327,,20227829,415009400.0,415009400.0,415009400,415009400
8328,,20227827,415009400.0,415009400.0,415009400,415009400
8329,,20212946,415009400.0,415009400.0,415009400,415009400
8330,,10059687,1651122533.0,1651122533.0,1651122533,1651122533
8331,,20229317,2246950339.0,2246950339.0,2246950339,2246950339
8332,,20228994,2246950339.0,2246950339.0,2246950339,2246950339
8333,,10087720,2616673429.0,2616673429.0,2616673429,2616673429
8334,,20228907,2616673429.0,2616673429.0,2616673429,2616673429
8335,,20228830,2246950339.0,2246950339.0,2246950339,2246950339
8336,,20228808,2616673429.0,2616673429.0,2616673429,2616673429
8337,,10031332,465532500.0,465532500.0,465532500,465532500
8338,,20227787,359247800.0,359247800.0,359247800,359247800
8339,,20227733,369339300.0,369339300.0,369339300,369339300
8340,,20227661,369339300.0,369339300.0,369339300,369339300
8341,,20227590,359247800.0,359247800.0,359247800,359247800
8342,,20227586,748936684.0,748936684.0,748936684,748936684
8343,,20198147,2750311500.0,2750311500.0,2750311500,2750311500
8344,,20227350,369339300.0,369339300.0,369339300,369339300
8345,,20134096,746323500.0,746323500.0,746323500,746323500
8346,,20227342,359247800.0,359247800.0,359247800,359247800
8347,,20227330,369339300.0,369339300.0,369339300,369339300
8348,,20227306,369339300.0,369339300.0,369339300,369339300
8349,,20227262,359247800.0,359247800.0,359247800,359247800
8350,,20227095,359247800.0,359247800.0,359247800,359247800
8351,,20226992,748936684.0,748936684.0,748936684,748936684
8352,,20226863,359247800.0,359247800.0,359247800,359247800
8353,,20226223,1101146250.0,2202292500.0,439400000,1762892500
8354,,10056245,262191500.0,262191500.0,262191500,262191500
8355,,20226015,359247800.0,359247800.0,359247800,359247800
8356,,20225906,359247800.0,359247800.0,359247800,359247800
8357,,20225514,748936684.0,748936684.0,748936684,748936684
8358,,20225502,359247800.0,359247800.0,359247800,359247800
8359,,20224514,297957300.0,297957300.0,297957300,297957300
8360,,20224513,297957300.0,297957300.0,297957300,297957300
8361,,20224512,297957300.0,297957300.0,297957300,297957300
8362,,20224174,2749609100.0,2749609100.0,2749609100,2749609100
8363,,20160881,756901989.5,1513803979.0,311840500,1201963479
8364,,20160665,262191500.0,262191500.0,262191500,262191500
8365,,20224081,235292500.0,235292500.0,235292500,235292500
8366,,20224080,235292500.0,235292500.0,235292500,235292500
8367,,20224075,235292500.0,235292500.0,235292500,235292500
8368,,20224035,1201963479.0,1201963479.0,1201963479,1201963479
8369,,20223827,235292500.0,235292500.0,235292500,235292500
8370,,10054109,838333300.0,1676666600.0,718090000,958576600
8371,,10058264,460596500.0,460596500.0,460596500,460596500
8372,,20223307,1137666247.0,1137666247.0,1137666247,1137666247
8373,,20113872,750901000.0,750901000.0,750901000,750901000
8374,,20222505,2090877200.0,2090877200.0,2090877200,2090877200
8375,,20222228,235292500.0,235292500.0,235292500,235292500
8376,,20222213,3262380431.0,3262380431.0,3262380431,3262380431
8377,,20222034,2749609100.0,2749609100.0,2749609100,2749609100
8378,,20207506,1977196563.0,1977196563.0,1977196563,1977196563
8379,,20221862,951843500.0,951843500.0,951843500,951843500
8380,,20221860,314542400.0,314542400.0,314542400,314542400
8381,,20221857,1074486100.0,1074486100.0,1074486100,1074486100
8382,,20152470,985067500.0,985067500.0,985067500,985067500
8383,,20221787,1725990153.0,1725990153.0,1725990153,1725990153
8384,,20221769,951843500.0,951843500.0,951843500,951843500
8385,,20221680,2749609100.0,2749609100.0,2749609100,2749609100
8386,,20221038,349943500.0,349943500.0,349943500,349943500
8387,,20198007,2749609100.0,2749609100.0,2749609100,2749609100
8388,,20220875,1201963479.0,1201963479.0,1201963479,1201963479
8389,,20220480,2749609100.0,2749609100.0,2749609100,2749609100
8390,,20220477,625824000.0,625824000.0,625824000,625824000
8391,,20220428,2749609100.0,2749609100.0,2749609100,2749609100
8392,,20220427,625824000.0,625824000.0,625824000,625824000
8393,,10072436,594082500.0,594082500.0,594082500,594082500
8394,,20220354,349943500.0,349943500.0,349943500,349943500
8395,,20220347,2090877200.0,2090877200.0,2090877200,2090877200
8396,,20220337,314542400.0,314542400.0,314542400,314542400
8397,,20220268,349943500.0,349943500.0,349943500,349943500
8398,,20220106,235292500.0,235292500.0,235292500,235292500
8399,,20217151,1137666247.0,1137666247.0,1137666247,1137666247
8400,,20219536,2664941005.0,2664941005.0,2664941005,2664941005
8401,,20219408,3262380431.0,3262380431.0,3262380431,3262380431
8402,,20219244,349943500.0,349943500.0,349943500,349943500
8403,,10062414,2664941005.0,2664941005.0,2664941005,2664941005
8404,,20218982,766473350.0,1532946700.0,384800000,1148146700
8405,,20218894,1725990153.0,1725990153.0,1725990153,1725990153
8406,,20129694,3264596000.0,3264596000.0,3264596000,3264596000
8407,,20218682,235292500.0,235292500.0,235292500,235292500
8408,,20218675,616132846.0,616132846.0,616132846,616132846
8409,,20218586,2664941005.0,2664941005.0,2664941005,2664941005
8410,,20218396,349943500.0,349943500.0,349943500,349943500
8411,,20218357,616132846.0,616132846.0,616132846,616132846
8412,,20218291,3360045489.0,3360045489.0,3360045489,3360045489
8413,,20218128,1977196563.0,1977196563.0,1977196563,1977196563
8414,,10058766,2664941005.0,2664941005.0,2664941005,2664941005
8415,,20218046,314542400.0,314542400.0,314542400,314542400
8416,,20218031,2856859132.0,2856859132.0,2856859132,2856859132
8417,,10029493,2641412500.0,2641412500.0,2641412500,2641412500
8418,,20217910,2749609100.0,2749609100.0,2749609100,2749609100
8419,,20217909,1725990153.0,1725990153.0,1725990153,1725990153
8420,,20158613,530485066.7,1591455200.0,274134500,951843500
8421,,20217690,2090877200.0,2090877200.0,2090877200,2090877200
8422,,20217548,1054470664.0,1054470664.0,1054470664,1054470664
8423,,20217046,1590807200.0,1590807200.0,1590807200,1590807200
8424,,20216853,676141000.0,676141000.0,676141000,676141000
8425,,20188038,395246274.0,790492548.0,285388958,505103590
8426,,20147101,1486835668.0,1486835668.0,1486835668,1486835668
8427,,10040941,3283310800.0,3283310800.0,3283310800,3283310800
8428,,20215426,359247800.0,359247800.0,359247800,359247800
8429,,20215246,1148146700.0,1148146700.0,1148146700,1148146700
8430,,10056713,625824000.0,625824000.0,625824000,625824000
8431,,20214547,1913087600.0,1913087600.0,1913087600,1913087600
8432,,20213127,2090877200.0,2090877200.0,2090877200,2090877200
8433,,20213327,2673489440.0,2673489440.0,2673489440,2673489440
8434,,20213326,2673489440.0,2673489440.0,2673489440,2673489440
8435,,20212186,2749609100.0,2749609100.0,2749609100,2749609100
8436,,20155878,1490000000.0,1490000000.0,1490000000,1490000000
8437,,20210806,2664941005.0,2664941005.0,2664941005,2664941005
8438,,10089740,784148500.0,784148500.0,784148500,784148500
8439,,10004703,1969360500.0,1969360500.0,1969360500,1969360500
8440,,20208206,264189420.0,264189420.0,264189420,264189420
8441,,20180677,1095301000.0,1095301000.0,1095301000,1095301000
8442,,20133142,312851500.0,312851500.0,312851500,312851500
8443,,10036716,3333808000.0,3333808000.0,3333808000,3333808000
8444,,10013358,3333808000.0,3333808000.0,3333808000,3333808000
8445,,20115551,3333808000.0,3333808000.0,3333808000,3333808000
8446,,10060784,3333808000.0,3333808000.0,3333808000,3333808000
8447,,20205026,763697505.0,3054790020.0,264189420,1171479200
8448,,20156438,2329754965.0,2329754965.0,2329754965,2329754965
8449,,20204446,2664941005.0,2664941005.0,2664941005,2664941005
8450,,20204190,1590807200.0,1590807200.0,1590807200,1590807200
8451,,20203997,294259600.0,294259600.0,294259600,294259600
8452,,20203643,294259600.0,294259600.0,294259600,294259600
8453,,20203588,1590807200.0,1590807200.0,1590807200,1590807200
8454,,20203487,1590807200.0,1590807200.0,1590807200,1590807200
8455,,20154568,2907311546.0,2907311546.0,2907311546,2907311546
8456,,20202066,2907311546.0,2907311546.0,2907311546,2907311546
8457,,20201867,1190329500.0,1190329500.0,1190329500,1190329500
8458,,20201767,1190329500.0,1190329500.0,1190329500,1190329500
8459,,20163054,2907311546.0,2907311546.0,2907311546,2907311546
8460,,20201375,511579300.0,511579300.0,511579300,511579300
8461,,20144568,594082500.0,594082500.0,594082500,594082500
8462,,20185251,656849000.0,656849000.0,656849000,656849000
8463,,20110624,725734000.0,2177202000.0,456077000,1095301000
8464,,20200228,2750311500.0,2750311500.0,2750311500,2750311500
8465,,10027854,1561296400.0,3122592800.0,372281300,2750311500
8466,,20157247,1190329500.0,1190329500.0,1190329500,1190329500
8467,,20199335,620874000.0,620874000.0,620874000,620874000
8468,,20199228,3396292000.0,3396292000.0,3396292000,3396292000
8469,,20199053,1084557130.0,1084557130.0,1084557130,1084557130
8470,,20198989,347980800.0,347980800.0,347980800,347980800
8471,,20134040,2886902500.0,2886902500.0,2886902500,2886902500
8472,,20198871,271945300.0,271945300.0,271945300,271945300
8473,,20194035,357963117.0,357963117.0,357963117,357963117
8474,,20198386,1784542300.0,1784542300.0,1784542300,1784542300
8475,,20112392,991568200.0,991568200.0,991568200,991568200
8476,,20197531,284106600.0,284106600.0,284106600,284106600
8477,,20160070,587173500.0,587173500.0,587173500,587173500
8478,,20197020,3068195600.0,3068195600.0,3068195600,3068195600
8479,,20065878,620874000.0,620874000.0,620874000,620874000
8480,,20132306,1490000000.0,1490000000.0,1490000000,1490000000
8481,,20196776,1784542300.0,1784542300.0,1784542300,1784542300
8482,,20196715,357963117.0,357963117.0,357963117,357963117
8483,,20196538,3068195600.0,3068195600.0,3068195600,3068195600
8484,,20147341,271945300.0,271945300.0,271945300,271945300
8485,,20113248,1470927500.0,1470927500.0,1470927500,1470927500
8486,,20196367,3396292000.0,3396292000.0,3396292000,3396292000
8487,,20196314,271945300.0,271945300.0,271945300,271945300
8488,,20196300,412379000.0,412379000.0,412379000,412379000
8489,,20196299,412379000.0,412379000.0,412379000,412379000
8490,,20196297,412379000.0,412379000.0,412379000,412379000
8491,,20196295,412379000.0,412379000.0,412379000,412379000
8492,,20196294,412379000.0,412379000.0,412379000,412379000
