title,ActorCD,ActorAvgP,ActorSumP,ActorMinP,ActorMaxP
국경의 남쪽,10071140,10677273678,1.60159E+11,599122500,43484892913
네번째 층 - 어느날 갑자기 두번째 이야기,10004466,31047615391,62095230781,9739662144,52355568637
도마뱀,10000955,6262909732,68892007055,386192500,40328508500
들국화는 피었는데,10040423,9040490582,36161962326,611420000,22209675300
모노폴리,20145273,3865123500,3865123500,3865123500,3865123500
비열한 거리,10066899,26855078512,80565235535,11664597600,43488814535
사랑을 놓치다,10035772,19385766013,4.26487E+11,759481000,81025004000
"사랑하니까, 괜찮아",10070252,2466862280,12334311400,392591200,5379208500
서편제,10003673,11352067300,22704134600,8759204600,13944930000
아랑,10037157,3835347640,19176738200,997380500,7957651500
아파트,10001655,4493602114,13480806342,947570700,9072737842
여고괴담 4 : 목소리,10005064,6875921704,75635138749,1728722300,21968680600
연리지,10072767,3643860284,14575441137,696954300,6572774337
연리지,20133360,15995187000,15995187000,15995187000,15995187000
죽음의 숲-어느날 갑자기 네번째 이야기,10057411,5171687955,56888567500,811692000,11664597600
죽음의 숲-어느날 갑자기 네번째 이야기,20301969,13287054000,13287054000,13287054000,13287054000
죽음의 숲-어느날 갑자기 네번째 이야기,20181704,13673678058,41021034174,9111748087,20143992587
집으로...,10053782,6490199697,64901996969,309575000,18390012500
집으로...,20151905,4271750500,4271750500,4271750500,4271750500
투 가이즈,10004663,6558074755,13116149509,304884500,12811265009
투사부일체,10062240,12037769525,1.44453E+11,220051200,55069686503
하류인생,10066380,24173591466,2.6591E+11,240262112,98463522781
한반도,10066929,7553381937,83087201311,255508579,29894157890
호로비츠를 위하여,10047352,12200116229,1.95202E+11,274964000,81025004000
강철중: 공공의 적 1-1,10035772,19385766013,4.26487E+11,759481000,81025004000
노르웨이의 숲,20110690,4875135257,73127028851,363899000,14710541000
노르웨이의 숲,10061581,8794024917,70352199339,360833100,20618276000
농민가,10005297,24064494314,1.92516E+11,1020724600,110933981730
다섯 개의 시선,10019065,28834863777,6.63202E+11,230047000,135753322310
더 게임,10031400,13303566995,2.52768E+11,250534000,66715881300
동갑내기 과외하기,10006171,17422181100,1.91644E+11,363240500,115706188137
동갑내기 과외하기,20227594,20463956973,20463956973,20463956973,20463956973
별별 이야기 2-여섯 빛깔 무지개,20111616,7024070500,7024070500,7024070500,7024070500
세번째 시선,10062279,22083707750,4.1959E+11,230206600,110933981730
세번째 시선,20160139,9177492500,18354984999,636285500,17718699499
세븐 데이즈,10005297,24064494314,1.92516E+11,1020724600,110933981730
"여자, 정혜",10003756,3315382033,19892292200,273120000,7324579000
조용한 세상,10004396,11196881099,1.34363E+11,262191500,44098470600
해안선,10060114,13187245466,92310718259,3969337524,22209675300
검은 갈매기,10058918,3096432615,12385730458,285388958,6306680500
괴물,10035541,30778603439,1.84672E+11,4780632000,66715881300
국화꽃 향기,10060538,3359163950,6718327900,3106648400,3611679500
국화꽃 향기,20155085,3603598500,3603598500,3603598500,3603598500
나는 행복합니다,10088975,17281196926,1.3825E+11,253673000,63783051326
나쁜 교육,10088450,8018030321,40090151607,4138207515,13049026745
날아라 펭귄,10026732,11552042921,2.19489E+11,237013700,58167040145
날아라 펭귄,20229807,56598333057,56598333057,56598333057,56598333057
달은...해가 꾸는 꿈,20260672,16172355712,80861778560,599122500,56445023256
달은...해가 꾸는 꿈,20160263,8862240400,26586721200,263049900,20597497600
달은...해가 꾸는 꿈,20160239,4724214000,4724214000,4724214000,4724214000
만추,10061683,9585807100,38343228400,5110555000,13720377000
머털도사,20142517,3277082290,9831246871,459566121,7828891800
머털도사,20142516,7249868543,57998948341,303851500,21774884000
불륜,10040262,5613806523,28069032614,322062200,9929947065
사라오름,10050923,6562747803,91878469236,459220000,15995187000
"앵두야, 연애하자",10019138,7042872261,91557339388,271945300,22486492000
야수,20233266,3479824531,17399122653,728085000,8851336500
엘 꼰도르 빠사,20066563,9520451069,1.04725E+11,297957300,22960890000
위대한 선수,20127192,25261215524,3.78918E+11,1658653000,82871781800
이장혁과 나,20164968,4785467000,4785467000,4785467000,4785467000
접속,10087518,11578478561,1.5052E+11,934380300,52355568637
즐거운 인생,10004448,11877560472,4.15715E+11,728085000,44092710000
집행자,10054204,8873205787,97605263661,531276500,56322098349
컬러 동물원,10003937,12659065000,12659065000,12659065000,12659065000
킹콩을 들다,10055581,9494841056,1.89897E+11,220051200,55069686503
피의 수확,10087396,16022511734,1.44203E+11,595238500,82871781800
하얀전쟁,10043371,15195210043,2.73514E+11,1074486100,44098470600
헬로우 마이 러브,10066441,4165958285,24995749710,493278500,12333110882
30년만의 대결,10072216,14215923053,42647769159,1651122533,33986449500
가슴에 돋는 칼로 슬픔을 자르고,10066929,7553381937,83087201311,255508579,29894157890
가시,20111842,16509636692,82548183459,1095301000,61270079831
간이역,20158983,18390012500,18390012500,18390012500,18390012500
간이역,20158982,13944930000,13944930000,13944930000,13944930000
계몽영화,20166871,4063109250,8126218500,3375971500,4750247000
고갈,20110896,14454529674,1.73454E+11,1246200228,77319445264
고갈,20183254,20579716662,20579716662,20579716662,20579716662
궤도,10060279,14194078469,2.83882E+11,209955500,105169264250
기다린다,10061664,4817252500,4817252500,4817252500,4817252500
기생 오백화,20126810,82065204987,4.92391E+11,36292848900,135753322310
기생 오백화,10028537,17223007811,34446015621,459566121,33986449500
나는 왕이다,10040423,9040490582,36161962326,611420000,22209675300
나도 모르게,10055086,12943730088,3.88312E+11,273120000,66372140706
내 이름은 독고탁,20155300,3865123500,3865123500,3865123500,3865123500
내일 또 내일,20195079,11688382888,11688382888,11688382888,11688382888
넘버 3,10087518,11578478561,1.5052E+11,934380300,52355568637
달빛 길어올리기,10029293,16931436810,1.69314E+11,362910000,81025004000
돌아온 자와 떠나야 할 자,10040423,9040490582,36161962326,611420000,22209675300
돼지가 우물에 빠진 날,10005383,24843986856,6.211E+11,273384900,98463522781
둘째 어머니,10005814,18155398279,72621593116,4376240500,33986449500
마이 제너레이션,20111367,6192993167,18578979500,4073017000,8023653000
명동 잔혹사,20126810,82065204987,4.92391E+11,36292848900,135753322310
명동 잔혹사,10028537,17223007811,34446015621,459566121,33986449500
"바다 쪽으로, 한 뼘 더",20110875,11415660656,68493963934,326980700,19330302500
"바다 쪽으로, 한 뼘 더",20193141,9778376050,19556752100,7828891800,11727860300
"바다 쪽으로, 한 뼘 더",20137066,7132848620,21398545860,4122996972,11688382888
"바다 쪽으로, 한 뼘 더",20137063,26380710000,26380710000,26380710000,26380710000
방자전,10005749,11122265806,2.00201E+11,844714600,63783051326
번지점프를 하다,20224266,10743450129,21486900258,3768200759,17718699499
번지점프를 하다,10057024,7528833500,22586500500,250534000,15687180500
샌드위치,20145583,4724214000,4724214000,4724214000,4724214000
세븐 데이즈,10005297,24064494314,1.92516E+11,1020724600,110933981730
소나무,20156031,19967462500,19967462500,19967462500,19967462500
속 연화,10056199,9695144840,48475724200,542739500,18567863300
수상한 이웃들,10029013,17193938003,2.57909E+11,493278500,91431950670
숨,20291227,31225419792,31225419792,31225419792,31225419792
숨,20248697,9731838195,9731838195,9731838195,9731838195
숨,20227774,4080598200,8161196400,3409535000,4751661400
시,10054490,4106416494,12319249483,1542788950,9038167500
시,20155963,13420381653,26840763305,10204359000,16636404305
시,20194984,28811011456,28811011456,28811011456,28811011456
신궁,10054490,4106416494,12319249483,1542788950,9038167500
신궁,20155963,13420381653,26840763305,10204359000,16636404305
신궁,20194984,28811011456,28811011456,28811011456,28811011456
신세 좀 지자구요,10002158,33986449500,33986449500,33986449500,33986449500
아다다,10005839,12130521180,1.09175E+11,459220000,34222160500
아다다,10005840,8478463114,1.18698E+11,217269000,57570773000
아다다,20165538,1.10934E+11,1.10934E+11,110933981730,110933981730
아름다운 시절,20238766,32420011262,1.2968E+11,4243936350,61270079831
아름다운 시절,10005592,4507142567,13521427700,470675000,7324579000
악어,10066929,7553381937,83087201311,255508579,29894157890
약탈자들,10028660,14280188149,2.28483E+11,842501700,98463522781
여고괴담 두번째 이야기,10001919,5351016039,58861176430,619287500,13200412500
연산일기,10004995,25724826959,2.31523E+11,220051200,82871781800
연산일기,20166471,2037328667,6111986000,1777803000,2227291000
"연애, 그 참을 수 없는 가벼움",10060538,3359163950,6718327900,3106648400,3611679500
"연애, 그 참을 수 없는 가벼움",20155085,3603598500,3603598500,3603598500,3603598500
연화,10056199,9695144840,48475724200,542739500,18567863300
"열여덟, 열아홉",20111976,11875303567,1.54379E+11,1137666247,46593140500
영화의 완성,10090163,17956561822,1.61609E+11,326980700,62697419249
오마담의 외출,10004335,8377570789,92153278679,1201963479,54035565100
옥례기,10005267,7763409000,7763409000,7763409000,7763409000
왕십리,10040423,9040490582,36161962326,611420000,22209675300
용산탕,20134531,22960890000,22960890000,22960890000,22960890000
울지 않으리,20254749,27248705990,27248705990,27248705990,27248705990
울지 않으리,20195896,8563160983,17126321965,3554806054,13571515911
울지 않으리,20195899,7828891800,7828891800,7828891800,7828891800
원한의 거리에 눈이 내린다,20126810,82065204987,4.92391E+11,36292848900,135753322310
원한의 거리에 눈이 내린다,10028537,17223007811,34446015621,459566121,33986449500
월하의 검,10005814,18155398279,72621593116,4376240500,33986449500
음란서생,10087518,11578478561,1.5052E+11,934380300,52355568637
작은 연못,10026716,8730465352,1.30957E+11,237013700,58167040145
장군의 아들 3,20227720,49411385291,98822770581,359247800,98463522781
장군의 아들 3,20154890,25411823400,25411823400,25411823400,25411823400
장군의 아들 3,10028688,10289635500,10289635500,10289635500,10289635500
점프샷,20273689,62697419249,62697419249,62697419249,62697419249
증언,10040561,4194616500,8389233000,625824000,7763409000
지랄,10054593,11897058200,35691174600,2297005000,19967462500
차형사,10000877,11375417949,45501671796,400965500,26380710000
천년학,10066929,7553381937,83087201311,255508579,29894157890
청연,10060538,3359163950,6718327900,3106648400,3611679500
청연,20155085,3603598500,3603598500,3603598500,3603598500
초록물고기,10087518,11578478561,1.5052E+11,934380300,52355568637
축제,10043371,15195210043,2.73514E+11,1074486100,44098470600
취화선,10072251,31786860561,4.45016E+11,1928502500,135753322310
코리아,10087280,13632511792,1.77223E+11,363098800,81025004000
태백산맥,10003496,16706594116,50119782348,2297005000,35489666466
파파,10028989,7364739057,95741607739,937877400,13579712500
풍운의 검객,10007493,4376240500,4376240500,4376240500,4376240500
플란다스의 개,10030016,43353617139,2.60122E+11,830984100,66715881300
하류인생,10066380,24173591466,2.6591E+11,240262112,98463522781
해가 서쪽에서 뜬다면,10001655,4493602114,13480806342,947570700,9072737842
해로 (偕老),10069209,12185147311,1.21851E+11,877984800,48700887413
허수아비들의 땅,20150459,16364603618,1.63646E+11,2119494000,110933981730
허수아비들의 땅,20166424,8410092167,25230276500,447691500,22486492000
헬로 카봇,20237906,6538927100,6538927100,6538927100,6538927100
헬로 카봇,10057583,3474239000,3474239000,3474239000,3474239000
황야의 독수리,10060128,32011805250,64023610500,30037161000,33986449500
회오리 바람,10035605,7828891800,7828891800,7828891800,7828891800
후회하지 않아,20111701,3289945950,6579891900,263049900,6316842000
후회하지 않아,20162006,13844624000,13844624000,13844624000,13844624000
간 큰 가족,10000461,12061370462,96490963693,273950500,66014775400
강원도의 힘,10005239,2600160250,5200320500,978382500,4221938000
고지전,10040665,10463864360,1.67422E+11,522848900,40328508500
국경의 남쪽,10071140,10677273678,1.60159E+11,599122500,43484892913
그댄 나의 뱀파이어,20127911,6073367189,18220101566,2318884500,13448848500
그댄 나의 뱀파이어,20160611,6768135000,6768135000,6768135000,6768135000
그댄 나의 뱀파이어,20160610,4271865500,4271865500,4271865500,4271865500
그댄 나의 뱀파이어,10072586,31959686000,31959686000,31959686000,31959686000
그들도 우리처럼,10004236,9370094548,84330850929,439840592,35211229991
기담,10004317,9434280025,37737120100,365477200,27007303900
깊은 밤 갑자기,10004995,25724826959,2.31523E+11,220051200,82871781800
깊은 밤 갑자기,20166471,2037328667,6111986000,1777803000,2227291000
끝까지 간다,10055970,7475272746,1.49505E+11,273384900,34222160500
내 안에 우는 바람,10004052,79885382971,3.99427E+11,6276963402,135753322310
누구나 제 명에 죽고 싶다,10072552,7684187767,23052563300,1221713500,20392518000
돌아오지 않는 해병,10002158,33986449500,33986449500,33986449500,33986449500
두레소리,20171140,31466213139,1.88797E+11,1148146700,110933981730
미스진은 예쁘다,10070518,7953428000,7953428000,7953428000,7953428000
사랑해! 진영아,20112163,3993152445,43924676900,428376400,15655329500
사랑해! 진영아,10003662,3827484000,3827484000,3827484000,3827484000
산타바바라,20177460,11151310032,22302620063,8836144063,13466476000
생명,10060194,5834217000,17502651000,847948500,15687180500
소름,10004060,15764048766,2.36461E+11,1246200228,36067171064
쇠사슬을 끊어라,10060128,32011805250,64023610500,30037161000,33986449500
수취인불명,10066929,7553381937,83087201311,255508579,29894157890
숙희,10067417,3029384777,9088154330,2452368566,3930219264
스톤,20176849,25937216000,25937216000,25937216000,25937216000
신세계,10057315,51004139315,7.14058E+11,220051200,115706188137
아리랑,20126810,82065204987,4.92391E+11,36292848900,135753322310
아리랑,10028537,17223007811,34446015621,459566121,33986449500
아무 것도 사라지지 않는다,20143806,15202678830,5.32094E+11,220051200,77319445264
우는 남자,10060114,13187245466,92310718259,3969337524,22209675300
이쁜 것들이 되어라,20128234,15355000574,30710001147,9316548500,21393452647
작별들,10068885,3689101767,7378203533,1738293033,5639910500
정,10005231,1730542900,6922171600,367328500,4271865500
진실과 거짓,20157664,2872135519,8616406558,216276800,7801007258
진실과 거짓,20156010,7420399500,7420399500,7420399500,7420399500
진실과 거짓,20110723,27248705990,27248705990,27248705990,27248705990
집,10003756,3315382033,19892292200,273120000,7324579000
첫사랑,10006380,25105599624,3.51478E+11,1849140000,93665632500
청야,10003702,22239882075,88959528300,4159767500,53800771400
청포도 사탕: 17년 전의 약속,20110927,8917936683,53507620100,3122965500,23831958600
청포도 사탕: 17년 전의 약속,20138308,8851802500,8851802500,8851802500,8851802500
춤추는 동물원,20307789,18459203000,18459203000,18459203000,18459203000
춤추는 동물원,20166040,16512777750,33025555500,13633902000,19391653500
칠수와 만수,10043371,15195210043,2.73514E+11,1074486100,44098470600
표적,10019065,28834863777,6.63202E+11,230047000,135753322310
피끓는 청춘,10028667,15135598461,1.51356E+11,748936684,53800771400
피끓는 청춘,20154835,20189905200,60569715600,1797632500,54035565100
할 수 있는 자가 구하라,10029480,19831435242,1.98314E+11,360833100,95868830649
헬로 카봇,20237906,6538927100,6538927100,6538927100,6538927100
헬로 카봇,10057583,3474239000,3474239000,3474239000,3474239000
환타스틱 모던가야그머,20160330,4639709300,4639709300,4639709300,4639709300
휴일,10040423,9040490582,36161962326,611420000,22209675300
"히말라야, 바람이 머무는 곳",10072251,31786860561,4.45016E+11,1928502500,135753322310
가족의 탄생,10026732,11552042921,2.19489E+11,237013700,58167040145
가족의 탄생,20229807,56598333057,56598333057,56598333057,56598333057
강원도의 힘,10005239,2600160250,5200320500,978382500,4221938000
개그맨,10043371,15195210043,2.73514E+11,1074486100,44098470600
거미숲,10000461,12061370462,96490963693,273950500,66014775400
검은 머리,10026794,3990896217,7981792433,1651122533,6330669900
고양이를 부탁해,10030016,43353617139,2.60122E+11,830984100,66715881300
귀로(歸路),10005896,15242388250,30484776500,13446137500,17038639000
귀로(歸路),20162835,14626427250,29252854500,4926508500,24326346000
기막힌 사내들,10004594,5319839993,21279359971,2195709100,8525038871
기쁜 우리 젊은 날,10043371,15195210043,2.73514E+11,1074486100,44098470600
깊고 푸른 밤,10060180,4194616500,8389233000,625824000,7763409000
깊고 푸른 밤,20155010,6240174500,6240174500,6240174500,6240174500
꼬방동네 사람들,10004335,8377570789,92153278679,1201963479,54035565100
꽃잎,10026716,8730465352,1.30957E+11,237013700,58167040145
나무들 비탈에 서다,10056199,9695144840,48475724200,542739500,18567863300
나에게 오라,10072250,5107435483,10214870965,2329754965,7885116000
나에게 오라,20152155,12684530500,12684530500,12684530500,12684530500
"나의 사랑, 나의 신부",10029293,16931436810,1.69314E+11,362910000,81025004000
넘버 3,10087518,11578478561,1.5052E+11,934380300,52355568637
느미,10060180,4194616500,8389233000,625824000,7763409000
느미,20155010,6240174500,6240174500,6240174500,6240174500
달은...해가 꾸는 꿈,20260672,16172355712,80861778560,599122500,56445023256
달은...해가 꾸는 꿈,20160263,8862240400,26586721200,263049900,20597497600
달은...해가 꾸는 꿈,20160239,4724214000,4724214000,4724214000,4724214000
돌아오지 않는 해병,10002158,33986449500,33986449500,33986449500,33986449500
"로봇, 소리",20110148,22098064665,3.53569E+11,1302907128,82871781800
"로봇, 소리",20195609,3759644486,7519288972,3396292000,4122996972
마의 계단,10005896,15242388250,30484776500,13446137500,17038639000
마의 계단,20162835,14626427250,29252854500,4926508500,24326346000
밀양,10061252,7532783870,75327838698,1651122533,17653752500
바보선언,10004052,79885382971,3.99427E+11,6276963402,135753322310
박봉곤 가출사건,10043371,15195210043,2.73514E+11,1074486100,44098470600
블라인드,10006171,17422181100,1.91644E+11,363240500,115706188137
블라인드,20227594,20463956973,20463956973,20463956973,20463956973
사돈의 팔촌,20232726,12300669496,73804016974,3768200759,27007303900
삼포가는 길,10030361,9669867399,67689071790,1899792000,20597497600
숨바꼭질,20111125,11915827646,1.4299E+11,243405000,48700887413
시,10054490,4106416494,12319249483,1542788950,9038167500
시,20155963,13420381653,26840763305,10204359000,16636404305
시,20194984,28811011456,28811011456,28811011456,28811011456
야행,10054490,4106416494,12319249483,1542788950,9038167500
야행,20155963,13420381653,26840763305,10204359000,16636404305
야행,20194984,28811011456,28811011456,28811011456,28811011456
왕십리,10040423,9040490582,36161962326,611420000,22209675300
은밀하게 위대하게,20125794,60058967738,3.00295E+11,3357912530,93665632500
은밀하게 위대하게,10004777,5965197131,77547562700,287654500,20996302500
이재수의 난,10057315,51004139315,7.14058E+11,220051200,115706188137
인정사정 볼 것 없다,10029293,16931436810,1.69314E+11,362910000,81025004000
장군의 수염,10054490,4106416494,12319249483,1542788950,9038167500
장군의 수염,20155963,13420381653,26840763305,10204359000,16636404305
장군의 수염,20194984,28811011456,28811011456,28811011456,28811011456
장군의 아들,20131922,4659648950,9319297900,3541402400,5777895500
장군의 아들,10006345,8012294150,16024588300,2558112300,13466476000
저 하늘에도 슬픔이,10005228,3441570667,10324712000,1283847500,4785467000
접속,10087518,11578478561,1.5052E+11,934380300,52355568637
조용한 가족,10006877,16706782390,1.83775E+11,1545587500,62697419249
천년호,20130653,3865123500,3865123500,3865123500,3865123500
천년호,10006392,13164504267,78987025600,8842295700,22209675300
초록물고기,10087518,11578478561,1.5052E+11,934380300,52355568637
축제,10043371,15195210043,2.73514E+11,1074486100,44098470600
춘향뎐(春香傳),10066380,24173591466,2.6591E+11,240262112,98463522781
태양은 없다,10062025,15739386249,2.20351E+11,2139360500,43488814535
퇴마: 무녀굴,20127194,15438677649,3.08774E+11,359247800,48700887413
티켓,10005814,18155398279,72621593116,4376240500,33986449500
해피엔드,10072251,31786860561,4.45016E+11,1928502500,135753322310
혈맥,10005814,18155398279,72621593116,4376240500,33986449500
휴일,10040423,9040490582,36161962326,611420000,22209675300
,10061699,16397220522,5.73903E+11,350293300,105169264250
,20137049,11565892515,1.15659E+11,1642407500,56322098349
,20152472,12287210803,2.08883E+11,1095301000,56322098349
,10057816,3511145964,52667189465,217973600,20597497600
,20288749,6546186407,26184745628,594260900,16912706195
,20197663,1.34376E+11,2.68752E+11,132998319910,135753322310
,20231468,13036331715,1.30363E+11,2956397623,63783051326
,10056895,6918734931,1.24537E+11,218173300,36292848900
,20231467,11131458154,66788748925,1762892500,31313568795
,10091208,31313568795,31313568795,31313568795,31313568795
,10006557,23413322597,46826645194,1260533864,45566111330
,10005693,29098973316,58197946632,18044217632,40153729000
,20283730,34330904545,68661809090,10494768945,58167040145
,20186095,24575947386,3.93215E+11,1762892500,105169264250
,20282651,6481379657,6481379657,6481379657,6481379657
,20195029,14729317828,1.03105E+11,3396292000,43488814535
,20235406,8870143589,8870143589,8870143589,8870143589
,20157273,5173615752,15520847257,3584851500,8329341500
,20212187,5930678594,11861357187,2749609100,9111748087
,20270289,33667894216,1.01004E+11,4243936350,61270079831
,10087638,11116133893,55580669466,728085000,35489666466
,10005877,21055058500,63165175499,1738293033,35489666466
,20281391,25423130909,50846261818,335696650,50510565168
,20289190,12237101737,1.95794E+11,255508579,38532269000
,20197786,3460460230,3460460230,3460460230,3460460230
,20196246,50304255850,2.01217E+11,11688465619,115706188137
,10006228,33008523667,3.63094E+11,976008100,115706188137
,10088453,10884525350,87076202798,1740290500,25437192500
,20217766,5471440287,10942880573,3948158400,6994722173
,20273690,23790276987,23790276987,23790276987,23790276987
,10000619,9878609150,19757218300,5246996000,14510222300
,20130289,8844341441,35377365763,931460100,23831958600
,20308773,16555293024,82776465122,2247017000,50510565168
,20133853,3810103000,3810103000,3810103000,3810103000
,20306309,20647941647,82591766587,415009400,77319445264
,20305211,4014072273,4014072273,4014072273,4014072273
,20305210,4014072273,4014072273,4014072273,4014072273
,20305209,12561177824,50244711294,4014072273,19266319637
,20303649,20618276000,20618276000,20618276000,20618276000
,20302169,20064589111,2.80904E+11,1930905564,95868830649
,20304891,22596856258,45193712516,811692000,44382020516
,20155402,1363318467,8179910800,357352000,3122965500
,20279149,26909477678,26909477678,26909477678,26909477678
,20274790,19341306982,58023920945,11515559845,27242041463
,20199635,2191319033,6573957100,1728722300,2515479835
,20190036,7630551971,38152759854,616132846,23790276987
,20287457,26636832466,1.33184E+11,1900914300,57530028417
,20113303,13204776830,2.773E+11,271945300,55863520382
,20110885,2626763001,7880289004,357352000,5454304904
,20142702,25781520043,1.80471E+11,4326582400,55863520382
,20198906,4389632237,8779264473,1784542300,6994722173
,20221674,13797492290,1.37975E+11,1229698892,61270079831
,10006545,11012919157,2.53297E+11,748936684,47102707500
,10004171,10187300898,61123805387,417495600,22486492000
,20166024,27411849022,3.56354E+11,1246200228,61270079831
,20302270,21442169144,21442169144,21442169144,21442169144
,20302269,21442169144,21442169144,21442169144,21442169144
,20301589,30315567515,90946702544,21442169144,44092710000
,20302249,14218445659,28436891317,6994722173,21442169144
,20301590,21442169144,21442169144,21442169144,21442169144
,20256609,12384304458,24768608916,3326439772,21442169144
,10079524,6014964406,12029928811,3969337524,8060591287
,20302129,17746719159,53240157476,993321176,30037161000
,10004613,1365969407,5463877628,1150732700,1762892500
,10026816,3272854608,9818563825,253673000,7674017125
,20111107,32591468322,65182936644,20800916128,44382020516
,20256970,5205799461,10411598921,3930219264,6481379657
,20272089,11924818185,11924818185,11924818185,11924818185
,20146480,5246996000,5246996000,5246996000,5246996000
,20162224,13829768532,27659537063,417495600,27242041463
,10001907,17106411870,2.22383E+11,284106600,63783051326
,20112288,3434148206,13736592823,2329754965,5012916263
,20308509,15577400660,77887003298,5012916263,43488814535
,20307170,18044217632,18044217632,18044217632,18044217632
,10001457,16444567960,2.30224E+11,1220941000,105169264250
,20307169,19497680980,77990723919,522848900,50510565168
,20305129,46573422371,1.86294E+11,2892681205,66372140706
,20181903,3585934900,7171869800,2247017000,4924852800
,20145117,10579273626,95213462633,773088000,22486492000
,10040291,7925363236,63402905888,493278500,27007303900
,20306438,6538927100,6538927100,6538927100,6538927100
,20306437,6538927100,6538927100,6538927100,6538927100
,20306436,6538927100,6538927100,6538927100,6538927100
,20237909,2925969867,8777909600,1090835800,6538927100
,20277649,6538927100,6538927100,6538927100,6538927100
,20306435,6538927100,6538927100,6538927100,6538927100
,20306434,6538927100,6538927100,6538927100,6538927100
,20281069,6538927100,6538927100,6538927100,6538927100
,20245509,6538927100,6538927100,6538927100,6538927100
,10089485,4916340400,9832680800,3293753700,6538927100
,20228371,18390012500,18390012500,18390012500,18390012500
,20228370,18390012500,18390012500,18390012500,18390012500
,10035631,4141232500,8282465000,2474641500,5807823500
,20115207,38266297419,1.91331E+11,426257300,95868830649
,20134255,21672168133,2.38394E+11,1642407500,56598333057
,20233528,13177264740,1.71304E+11,728085000,77319445264
,10004210,20773890239,2.28513E+11,311840500,105169264250
,20164537,28970683960,5.21472E+11,349943500,135753322310
,10053902,22381551702,1.11908E+11,961785460,105169264250
,10058796,12291402406,49165609623,1185999000,25411823400
,10035681,7383560978,22150682935,2564487300,16912706195
,20234546,14883917825,29767835650,6204129964,23563705686
,10060605,13396807630,1.20571E+11,303851500,66014775400
,10029949,4890610048,14671830144,1538400500,9739662144
,20215846,10494768945,10494768945,10494768945,10494768945
,20137818,12613937345,75683624071,515508500,28811011456
,10004973,1436420275,5745681100,426257300,2586052500
,20128311,13161718605,39485155816,9752555296,18044217632
,10072221,13482159692,26964319384,8870143589,18094175795
,20215606,19546993496,39093986991,17718699499,21375287492
,20215507,4714345098,4714345098,4714345098,4714345098
,20156562,13661505750,27323011500,13403595000,13919416500
,20159933,13424000963,40272002888,4751661400,23831958600
,20280689,50510565168,50510565168,50510565168,50510565168
,20182300,3827484000,3827484000,3827484000,3827484000
,20305590,50510565168,50510565168,50510565168,50510565168
,20282652,4714345098,4714345098,4714345098,4714345098
,20186487,18653724042,74614896166,993321176,58167040145
,20166144,7017894750,14035789500,456077000,13579712500
,20175963,32144658641,3.53591E+11,505103590,135753322310
,20125825,12452942588,1.24529E+11,783919500,32373120927
,20280389,26574963291,1.32875E+11,993321176,58167040145
,10072103,6190996730,12381993460,1728722300,10653271160
,20233527,6572774337,6572774337,6572774337,6572774337
,20300992,58167040145,58167040145,58167040145,58167040145
,10006199,53800771400,53800771400,53800771400,53800771400
,20148715,25692454181,3.85387E+11,1652561200,115706188137
,20265230,6079359074,18238077223,439840592,16155829131
,10087627,35489666466,35489666466,35489666466,35489666466
,10072112,58167040145,58167040145,58167040145,58167040145
,20297737,35489666466,35489666466,35489666466,35489666466
,20179073,22917577883,1.14588E+11,3357912530,58167040145
,20297676,31313568795,31313568795,31313568795,31313568795
,20131590,65871955510,1.97616E+11,3810103000,110933981730
,20232351,1.15706E+11,1.15706E+11,115706188137,115706188137
,20181927,8384667646,25154002937,255508579,20143992587
,20196179,18884197350,1.13305E+11,993321176,35489666466
,20189363,32369244378,2.91323E+11,830984100,95868830649
,20195903,29081615983,1.45408E+11,6276963402,77319445264
,20195566,58167040145,58167040145,58167040145,58167040145
,20253851,24226215030,96904860121,9731838195,58167040145
,20297031,58167040145,58167040145,58167040145,58167040145
,20296812,35489666466,35489666466,35489666466,35489666466
,10010107,18094175795,18094175795,18094175795,18094175795
,20152252,25805649681,1.54834E+11,3264596000,58167040145
,10061518,31313568795,31313568795,31313568795,31313568795
,20295698,31225419792,31225419792,31225419792,31225419792
,20294909,73799911503,2.214E+11,12651193723,115706188137
,20294849,11783109998,11783109998,11783109998,11783109998
,10090175,25539734986,25539734986,25539734986,25539734986
,20285998,47446292842,94892585684,44382020516,50510565168
,20294666,11783109998,11783109998,11783109998,11783109998
,20294665,50510565168,50510565168,50510565168,50510565168
,20164000,19375123904,58125371713,542739500,56322098349
,20181764,50510565168,50510565168,50510565168,50510565168
,20294568,50510565168,50510565168,50510565168,50510565168
,20294563,50510565168,50510565168,50510565168,50510565168
,20294562,50510565168,50510565168,50510565168,50510565168
,10057492,13415494940,2.95141E+11,349943500,53800771400
,20133615,22888014014,1.1444E+11,9599189500,50510565168
,20290433,2672293361,5344586721,2515479835,2829106886
,10057300,4641500681,18566002725,218173300,8597290000
,20196172,4457724469,8915448937,4367582379,4547866558
,20294589,3930219264,3930219264,3930219264,3930219264
,20166519,17753855373,71015421491,3068195600,50510565168
,20196138,16357222820,32714445639,2677284639,30037161000
,20165022,15893630293,79468151466,1784542300,50510565168
,10087461,11783109998,11783109998,11783109998,11783109998
,20294258,50510565168,50510565168,50510565168,50510565168
,20161455,17426957428,69707829710,1930905564,55863520382
,10056298,11706404543,58532022716,951843500,44382020516
,20294121,25539734986,25539734986,25539734986,25539734986
